observation,algorithm,MR IGV Position,HMR Flow ,HMR/MR Ratio,Percentage Nitrogen in MR,Percentage Methane in MR,Percentage Ethane in MR,Percentage Propane in MR,Percentage Butane in MR,Ambient Condition,Low Pressure Propane/Mixed Refrigerant kettle level,LNG flow
6,Custom algorithm,62.146066171151624,22064.76955471096,167.2164142291706,3.2759092099912412,18.525032494041895,56.508622506478645,10.036813203278962,0.33321327403154194,28.850326538085938,61.37137137137137,13708.824364561262
6,Gradient descent,66.88415985376923,21342.677799643978,4.641457983030705,5.138190629935707,42.78558007341053,41.63181743513269,8.320268310373649,0.8458223366906169,35.0,61.17560108768521,13029.822390966689
6,Bayesian,55.87094691011866,22607.90234375,87.87736236253971,13.118753383796248,33.22931286916252,24.21485556658241,20.802440643310547,0.0,0.0,9.062959742343043,12112.426564272124
6,Genetic Algorithm,58.424336011438264,22274.119690800628,45.21035298329215,7.19411375440611,61.81562445368201,65.4272968622771,12.003288224221702,0.4453870142210852,35.737377303685896,57.19981689173724,13482.939809665015
7,initial,55.03781127929688,16166.111328125,5.761695861816406,3.4228515625,42.89345932006836,42.70088195800781,10.67910099029541,0.236328125,29.961610794067383,58.59765625,9791.7119140625,-148.02734375
7,Custom algorithm,79.09499330873842,16972.89965746997,3.0265414340121373,11.928310634853604,56.35683665690837,61.18364103849943,11.55691146850586,0.17634082380640287,29.961610794067383,59.409409409409406,12724.550709771664
7,Gradient descent,53.09859622769,16166.111979357767,6.620086396447732,0.0,46.277685845736414,42.018170791488956,0.8050983660941711,0.9607030749320984,35.0,58.29361289515509,10764.200787159183
7,Bayesian,69.25486019150668,22004.941789802157,106.1568568976075,4.641940079471185,77.9142580908291,40.059022297917515,20.188375189673113,0.0,3.1134702349066563,78.03843767221231,12132.758366584536
7,Genetic Algorithm,46.51302083969742,20368.576404381376,14.856982556334826,12.307606860680144,66.57386219043198,34.285691293080404,10.43708988238244,0.4974818072437832,37.15836481599726,66.84901197833219,13580.433733540092
8,initial,74.00897979736328,20335.119140625,5.800171852111816,3.63232421875,43.22216796875,43.44462966918945,9.23671817779541,0.4364452958106994,28.99144172668457,60.404296875,13011.919921875,-146.5869140625
8,Custom algorithm,64.14005759910302,19982.760530061314,63.55737011425488,3.6260063774712212,43.264481957848965,32.283526476916364,10.16175278672227,0.4381157100716656,28.99144172668457,60.97097097097097,13560.289099403188
8,Gradient descent,73.8524684721051,20335.118910892095,5.886479954366223,4.125431518667028,42.59110673167743,44.01543355169997,8.574481372284936,0.9607030749320984,35.02246961776109,59.762822753051296,12695.111914917163
8,Bayesian,82.99989318847656,22607.90234375,0.0,1.6988704272132271,0.0,83.5152689128535,15.15140166073954,0.9607030749320984,19.04984246634951,57.29937671057236,11937.673822436062
8,Genetic Algorithm,60.93894699213911,20733.75327795416,103.30324528071625,10.720266373537973,56.669937620175986,41.536390838435615,7.6449778810005675,0.5209479302269806,36.09838494194879,66.15136949721523,13582.595872620748
9,initial,55.0,18715.8359375,5.411850452423096,2.9091796875,43.235450744628906,43.310157775878906,10.14589786529541,0.356757789850235,27.844879150390625,62.689453125,12745.037109375,-145.087890625
9,Custom algorithm,67.87879152651186,21951.61689032783,5.29644750952124,3.32592309105981,42.75439021632717,50.47359858332453,10.24504584235114,0.29856659790819834,27.844879150390625,62.09209209209209,13689.323186733289
9,Gradient descent,54.60926351741364,18715.82768272236,7.033319803871564,4.892249116615858,41.17660494908341,41.97859989416611,20.802440643310547,-0.0007421874906867,35.347741770383436,61.66413909691619,11510.462071394933
9,Bayesian,75.8492962335904,22607.90234375,119.05435410515612,13.869167511072591,68.70452700613191,59.82876750531969,20.057481849698593,0.07970849188848858,2.34591826301741,83.47659956310648,12127.82168344578
9,Genetic Algorithm,27.477080096597923,21447.412401242946,20.903579823803845,0.7204787513685644,69.77647236646072,33.48574364804613,15.992745208460828,0.5045216441387425,35.02194575308589,89.35912108033875,13631.764591470945
10,initial,0.0,3437.391845703125,13.12775993347168,2.083984375,59.53984451293945,30.09033203125,7.764941215515137,0.4248827993869781,27.72140312194824,62.810546875,5.630517262034118e-05,-105.771484375
10,Custom algorithm,45.446387962058736,19846.97733280155,7.566353585030344,13.453734007444945,34.08283061045665,67.47366597249105,7.767077437392226,0.4313788563810155,27.72140312194824,84.7947947947948,10840.217774367758
10,Gradient descent,2.804718235438486e-05,3437.391850741143,13.129792434075057,2.095212007768396,59.54510882975126,30.09043967887237,7.7652688670352745,0.5651239400428949,35.000186371622135,62.81298425909722,5.630517262034118e-05
10,Bayesian,82.99989318847656,22607.90234375,0.0,0.0,84.9219741821289,84.89873504638672,19.45093025952186,0.1265931341427109,0.36845008793528217,90.0,12065.330030827392
10,Genetic Algorithm,72.37469609827775,22022.011870305174,136.64891724048996,0.033546100592822044,41.16808630080239,40.18328101618736,10.120295000915965,0.5580244045404323,35.41477473332332,55.01960784313725,13135.470249282997
11,initial,45.99999237060547,17033.333984375,5.3910231590271,3.75537109375,43.46123123168945,42.36885070800781,10.13222599029541,0.1932031214237213,31.302207946777344,60.26953125,10310.595703125,-149.1748046875
11,Custom algorithm,21.435407850477432,21725.311561561564,4.5398121510182055,1.9005274806056056,37.48344222060195,25.313498847358098,0.10411631953608882,0.8673495309330893,31.302207946777344,89.15915915915916,13260.751991721652
11,Gradient descent,46.76566627230204,17033.33331012474,5.0234417894535,3.366882281799917,41.66160489576578,44.42934066079033,11.1643378691806,0.9607030749320984,35.0,59.96128658988164,10816.968727821904
11,Bayesian,75.64930678177886,22607.90234375,27.16826103137015,18.595614529786864,71.18710651989227,84.89873504638672,3.2097244865233816,0.8869696814121358,20.90360482412054,90.0,13063.156774003826
11,Genetic Algorithm,67.25302054755792,21499.70421059596,124.90317858095968,9.282358516309282,77.79044875070096,39.92030227620038,10.409790924660879,0.5974474911522039,35.73957187899449,77.6780346379797,13609.698089794472
12,initial,55.99998474121094,18574.345703125,5.24110746383667,2.90673828125,43.05781555175781,43.6123046875,10.01259708404541,0.2976171672344208,26.6101188659668,61.708984375,12422.841796875,-144.5556640625
12,Custom algorithm,73.6115168818721,22132.661153340843,124.08819879449763,3.3509300315940944,43.00943608708806,43.588571290712096,9.349645494340777,0.2745064061558764,26.6101188659668,61.57157157157157,13733.0912077112
12,Gradient descent,55.660231151923654,18574.3410983988,6.575028360122815,8.36467244438245,39.88081692822743,46.974598459215485,19.41702452872414,-0.0007421874906867,35.0,61.21341487647442,11013.414386512059
12,Bayesian,82.43667466906236,22607.90234375,135.9079908882363,13.828343802629638,84.92154114451505,36.4877287486686,13.167299502252318,0.873786828113551,29.668841824019406,41.413523876522014,13298.605122911507
12,Genetic Algorithm,57.12302007959736,22173.051793592895,105.09675195709477,7.544060576499413,25.75823794420365,9.607144511051322,9.307040004606238,0.26939109184710525,36.7721195616856,79.45967803463797,13366.852327541565
13,initial,63.39699935913086,12434.267578125,5.780604362487793,3.10400390625,43.160743713378906,42.69091796875,10.666796684265137,0.3034375011920929,28.850326538085938,61.40234375,8127.2802734375,-146.4306640625
13,Custom algorithm,77.35025080928096,11564.202299956207,37.07513256664868,5.526533858076827,50.74582750016862,41.71856387790378,10.515748273144972,0.2966417825680126,36.767671098222245,61.41141141141141,12672.06950425768
13,Gradient descent,63.00795113881759,12434.267666165906,6.434411967464257,0.0,43.54618147983274,42.31610492304026,13.968239832567633,0.9607030749320984,35.0,61.076647079811664,8298.333295960145
13,Bayesian,81.57359074111066,22452.665528014186,0.0,12.771166499585881,70.03111164797922,28.949261367630353,17.96232690759385,0.0,27.906998779763317,89.55262423688838,13503.31470134191
13,Genetic Algorithm,36.84782129337735,21381.30363122196,145.6395182323681,2.351276687005982,59.38791247116538,38.87939874132582,14.838570670372553,0.4364698874874702,35.90745689010154,78.53742275120165,13630.342185984573
14,initial,52.0,17763.197265625,5.8782830238342285,2.98583984375,42.97314453125,43.59902572631836,10.044042587280272,0.3085546791553497,27.809600830078125,61.345703125,12024.9375,-145.888671875
14,Custom algorithm,17.364342018410014,18715.45068897022,1.5132707170060686,2.250624648085586,27.536653260926943,43.588571290712096,10.307515634072793,0.29760419023810547,27.809600830078125,77.10710710710711,12514.849444317551
14,Gradient descent,52.13490592573362,17763.196954877945,5.271317199061741,0.7976999121456174,44.16575660817034,44.00749010145955,1.1461154068383603,0.46395046795078093,35.0,60.21981000779488,11989.991555320206
14,Bayesian,77.05896717485263,19332.173030333808,127.21205322819897,17.863717438017673,47.051541563898155,15.401346875241611,20.042612530835246,0.00803336581578334,9.507634705590096,23.28156447159047,13515.430544543839
14,Genetic Algorithm,50.69242967188719,22158.409467107478,124.21187114420445,8.786028709810937,56.04729785097437,12.439023947561326,8.413157854095626,0.8231915942505621,35.084491149380675,86.75593194476234,13608.464954142413
15,initial,60.094764709472656,18857.625,5.322064399719238,3.02099609375,43.268653869628906,43.45458984375,9.634570121765137,0.5194531083106995,31.19637107849121,59.041015625,12265.892578125,-146.3134765625
15,Custom algorithm,68.04495747884114,19100.169747872875,108.19885626593391,19.43039279513889,84.32686715035348,35.938540965587165,11.598557996320295,0.4448525637623158,31.19637107849121,57.447447447447445,13618.325487414733
15,Gradient descent,60.09489946930262,18856.733513202373,4.522751755997888,0.0,44.25646077095007,45.38216758868657,7.702631591659156,0.9607030749320984,36.098872284273966,58.9109261722042,12089.757246738869
15,Bayesian,80.40401946693935,19763.462294514145,164.70413113296834,13.83759278142645,54.03083528102267,60.53061227941572,12.360730846275601,0.3860393997784465,4.130675967048234,90.0,12058.69318810714
15,Genetic Algorithm,67.18273048992565,21154.408883587304,145.5515729692981,7.360319434616001,56.99518753083074,12.174102014914347,11.243361424391301,0.5401901510732023,36.822594793783146,82.6134126802472,13595.456727509267
16,initial,62.0819091796875,19193.57421875,5.795326232910156,3.1630859375,44.64990234375,41.0888671875,10.73583984375,0.3055859208106994,30.68482780456543,62.9765625,12296.9306640625,-147.3486328125
16,Custom algorithm,66.46638093171296,21770.572627314818,86.2564308693459,19.180323389796047,42.329313765059005,73.33868922175348,10.682334384402713,0.5083714699884457,30.68482780456543,63.333333333333336,13508.915526765637
16,Gradient descent,62.07264348413446,19193.573697751417,6.005159697306226,3.0485781443858286,44.80616616275802,41.1238177701307,9.769943566556321,0.9607030749320984,35.0,62.96041077267728,13108.915298487505
16,Bayesian,73.01899909313448,22607.90234375,38.61643793351208,0.0,76.66027548067467,79.2809096184613,11.828579662699502,0.15095560454882173,24.35266343445436,76.43566364368894,13402.337992460934
16,Genetic Algorithm,13.674899050172437,21356.56960741929,44.2184457539124,12.604184886375775,49.875972354985336,12.441614871107996,15.71785105279954,0.8368019455808166,36.46597630613744,76.02090485999847,13595.337273989406
17,initial,50.0,18444.79296875,5.280879974365234,2.9638671875,43.15742492675781,43.77334213256836,9.81093692779541,0.2454687505960464,30.66718864440918,63.873046875,12576.333984375,-145.224609375
17,Custom algorithm,74.44234664351852,20186.43532595095,69.61045298227916,13.553761769582083,43.0944513773417,41.71856387790378,9.95352014765009,0.2552582527540188,30.66718864440918,63.973973973973976,13348.722733752282
17,Gradient descent,49.96956650284119,18444.788579082917,5.364808594735223,5.0464159592957,44.26982031131047,43.178757079091156,13.781455028482014,0.9607030749320984,35.06748079431418,64.5672251235228,11665.483427678182
17,Bayesian,66.90700617568967,21759.697548637345,151.4682360804147,18.32838542297881,71.87918362321119,72.35421525016599,20.661775994815066,0.13903363234191743,3.013997045507275,72.55014056448942,12129.384265043682
17,Genetic Algorithm,14.596268724541545,21803.124855519734,86.9713774109287,3.218900834156697,55.44020787829807,26.673557912964768,12.832414707578847,0.9564791727951228,36.92354525797824,85.26543068589304,13595.311609472863
18,initial,65.00628662109375,18136.240234375,6.810908794403076,3.1884765625,43.10762023925781,42.96318435668945,10.33046817779541,0.2681640684604645,30.29676055908203,63.396484375,12305.013671875,-146.09375
18,Custom algorithm,78.4303294994213,21951.61689032783,2.2699060755091027,23.28146163741867,43.85958898962439,66.19866091830356,10.286692370165575,0.2562206604241117,30.29676055908203,62.49249249249249,13529.32788592432
18,Gradient descent,65.33692830856307,18136.217418187007,7.015422899865371,0.09159466571873054,36.42606907289155,49.46042191064771,15.287840181241336,-0.0007421874906867,35.0,61.27853722994769,12516.85648342232
18,Bayesian,71.67605021279381,19238.04853904296,61.7837443106228,16.916175050964707,84.9219741821289,39.039959029327974,20.802440643310547,0.29089304571766594,2.8016259060496336,21.390471588451806,11999.230101379437
18,Genetic Algorithm,60.89841939134212,21724.94283645162,26.42322637566487,18.335231208108578,66.27452860731944,55.044170748998205,17.03899363462666,0.6026100382085072,35.39337762406458,60.85099565117876,13565.276525833582
19,initial,65.01022338867188,19436.1484375,4.712114334106445,2.8134765625,43.73017883300781,43.17402648925781,9.951757431030272,0.2529687583446502,32.13125991821289,61.748046875,12714.9609375,-145.9130859375
19,Custom algorithm,68.87578724048755,19416.997208145647,0.7566353585030343,17.75492777934184,75.14521580296116,43.163569605982936,9.932696883742874,0.26680714479513334,32.13125991821289,62.61261261261261,13361.637459730562
19,Gradient descent,63.72110134740069,19436.145381450464,4.593651801551459,3.1907972906483337,44.4777561420924,47.4296208020387,8.018693579491808,0.9607030749320984,35.0,61.11648890648212,12431.586935461532
19,Bayesian,68.5361478251443,21490.819435081597,118.61900756906857,6.851036079963629,44.542030383526935,77.41309406491,11.416270547311967,0.7179821100704397,0.0,68.33333857239913,11931.285391456237
19,Genetic Algorithm,74.71136558172931,21645.142426613307,71.45696797000495,17.25031981848163,64.33339567440783,30.003542401322026,8.356020500724918,0.8372712680404805,35.27103005061074,50.5316243228809,13372.647706407111
