,LNG Flow,LNG Rundown Temperature,MR IGV Position,HMR Flow ,HMR/MR Ratio,Percentage Nitrogen in MR,Percentage Methane in MR,Percentage Ethane in MR,Percentage Propane in MR,Percentage Butane in MR,Ambient Condition,Low Pressure Propane/Mixed Refrigerant kettle level
23111,13426.8330078125,-145.9375,61.26499938964844,21561.42578125,5.005784511566162,3.10107421875,44.8740234375,40.94111633300781,10.67910099029541,0.3532812297344208,26.892349243164062,62.91796875
5435,11220.140625,-145.1318359375,56.094764709472656,17084.521484375,6.901975631713867,2.97412109375,42.197853088378906,43.68701171875,10.582715034484863,0.4810156226158142,28.832687377929688,60.06640625
17781,13354.7900390625,-145.9033203125,69.03773498535156,21368.58984375,4.982929229736328,3.46142578125,44.18838119506836,40.98095703125,11.022265434265137,0.2916406095027923,27.862518310546875,58.005859375
17126,13362.3271484375,-145.8837890625,67.00633239746094,21814.0078125,5.047696113586426,3.34423828125,43.77666091918945,42.98974609375,9.60585880279541,0.2146874964237213,27.350975036621094,61.27734375
16063,12802.142578125,-145.947265625,70.00627136230469,19573.376953125,5.208206653594971,3.21728515625,43.18730545043945,43.15742492675781,10.02490234375,0.3283984363079071,30.87886047363281,60.677734375
13672,12735.01171875,-145.595703125,52.000030517578125,18586.931640625,5.348089694976807,2.953125,43.26201248168945,43.36162185668945,10.05361270904541,0.2787890434265136,27.63320541381836,63.083984375
21740,13407.7314453125,-145.1416015625,66.00028991699219,21106.048828125,5.623569011688232,3.28515625,42.92333984375,43.019630432128906,10.454882621765137,0.2691015601158142,29.943971633911133,60.1328125
11722,12703.552734375,-144.6826171875,57.99996948242188,18436.853515625,5.934287071228027,2.93359375,43.0146484375,43.53926086425781,10.156835556030272,0.3028906285762787,26.15149307250977,62.740234375
605,9159.05859375,-149.3994140625,58.03221893310547,14812.2900390625,5.926234722137451,3.39501953125,43.24209213256836,43.17900466918945,9.897753715515137,0.1935546845197677,27.65084457397461,57.08203125
31049,13880.2138671875,-145.56640625,63.07114410400391,20967.955078125,4.790867805480957,3.521484375,43.252052307128906,42.73076248168945,10.042675971984863,0.3480859398841858,27.17458152770996,62.4453125
6635,11898.755859375,-145.3271484375,47.724342346191406,18218.62109375,4.950323104858398,2.7998046875,42.93330383300781,43.891212463378906,10.081640243530272,0.2409765571355819,30.33203887939453,54.255859375
29486,12998.57421875,-146.4990234375,64.03729248046875,20066.091796875,6.159253120422363,3.55078125,42.969825744628906,42.74404525756836,10.314062118530272,0.3179296851158142,26.892349243164062,62.078125
3314,8737.9921875,-146.826171875,56.38267517089844,14605.80078125,6.125675201416016,2.84912109375,41.3876953125,44.359375,10.97304630279541,0.3425000011920929,27.28041648864746,59.435546875
5835,8638.083984375,-145.9423828125,45.09477996826172,14349.1845703125,4.930814266204834,2.55859375,41.76289367675781,43.98418045043945,11.158984184265137,0.4583984315395355,28.14474868774414,58.236328125
997,10581.626953125,-148.2568359375,46.99999237060547,17136.15625,5.370927333831787,3.63916015625,43.29023742675781,42.92333984375,9.876562118530272,0.1898437440395355,29.4853458404541,60.125
10730,11005.8046875,-145.390625,50.0,17057.779296875,6.69516134262085,2.87841796875,42.65937805175781,41.96377182006836,12.098925590515137,0.3620312511920929,31.99014472961425,61.701171875
21141,0.0002010477619478,-112.2314453125,31.0,138.84234619140625,0.1941332221031189,3.51318359375,46.12246322631836,45.352149963378906,4.8671875,0.0635937452316284,26.34552764892578,54.765625
23047,13461.44140625,-145.0146484375,58.0,21461.703125,5.217367649078369,3.09912109375,44.67314529418945,40.84814453125,10.981249809265137,0.3575390577316284,30.1909236907959,62.884765625
19316,13612.4482421875,-145.947265625,68.03781127929688,21176.517578125,5.033031463623047,3.42578125,43.03457260131836,43.36162185668945,9.92714786529541,0.1863281279802322,27.89779663085937,60.94140625
13491,12234.43359375,-146.3720703125,53.50000762939453,18052.41015625,5.308620452880859,3.076171875,41.334571838378906,44.66816711425781,10.536230087280272,0.2914062440395355,28.374061584472656,62.40625
31003,13298.1259765625,-146.0595703125,63.07114410400391,20547.451171875,4.793739795684815,3.37060546875,44.01406478881836,41.0390625,11.127538681030272,0.3475390672683716,29.079639434814453,60.810546875
5293,12573.9140625,-146.611328125,73.09476470947266,19471.12890625,5.120428562164307,2.9091796875,42.94326400756836,42.64111328125,10.983983993530272,0.4655859172344208,29.926332473754883,59.400390625
11170,12307.03125,-145.83984375,55.0,18578.25390625,5.294284343719482,2.97998046875,43.40478515625,43.15410232543945,10.029004096984863,0.3694921731948852,25.904541015625,61.78515625
13571,12345.05859375,-146.1328125,53.50000762939453,18248.025390625,5.195385456085205,2.9228515625,42.903419494628906,44.048927307128906,9.758984565734863,0.2779296934604645,27.66848564147949,62.322265625
26669,12681.625,-146.3427734375,59.99840545654297,20174.361328125,5.223438739776611,3.10888671875,44.37929916381836,42.41865539550781,9.746679306030272,0.2846093773841858,29.8028564453125,61.443359375
9781,12868.798828125,-146.0400390625,72.04232788085938,20182.8515625,5.263914585113525,3.0390625,43.22216796875,43.318458557128906,10.1240234375,0.2071484327316284,28.797409057617188,63.529296875
14372,12300.462890625,-146.162109375,48.000030517578125,17892.263671875,5.287177562713623,3.24169921875,43.384864807128906,43.03291320800781,9.96816349029541,0.2807421684265136,30.75538444519043,62.55859375
9195,13141.55859375,-145.5859375,71.04234313964844,19796.859375,5.215088844299316,3.06640625,42.95986557006836,43.5625,10.06728458404541,0.3043749928474426,30.561351776123047,62.08203125
25090,12295.3037109375,-146.5234375,61.08192443847656,18154.455078125,5.702380180358887,3.12451171875,43.37822341918945,42.5166015625,10.42617130279541,0.4703906178474426,28.76212882995605,62.09765625
10668,10989.556640625,-146.2841796875,50.0,17520.634765625,6.902862548828125,3.3330078125,43.24209213256836,42.05009841918945,10.946386337280272,0.3859765529632568,27.492090225219727,61.28125
15966,12675.896484375,-147.333984375,64.0396957397461,19093.337890625,5.343259811401367,3.66015625,43.1806640625,42.18789291381836,10.581347465515137,0.3086327910423279,30.66718864440918,61.97265625
19018,13252.7939453125,-145.947265625,68.03781127929688,21908.587890625,5.214832782745361,3.556640625,42.998046875,42.148048400878906,11.05029296875,0.1822656244039535,28.51517677307129,61.720703125
3502,7949.7890625,-148.310546875,52.08267974853516,15950.1650390625,7.072947025299072,3.775390625,43.27529525756836,41.08222961425781,11.323046684265137,0.4645703136920929,27.12166213989257,57.7734375
29545,13851.7607421875,-145.9033203125,65.03729248046875,21982.1328125,4.887115955352783,3.78515625,43.72353744506836,42.80879211425781,9.359082221984863,0.2242968678474426,24.899093627929688,62.05859375
9744,12650.66015625,-145.380859375,68.04232788085938,19314.9453125,5.137814998626709,2.9375,42.820411682128906,43.716896057128906,10.172558784484863,0.2701953053474426,30.29676055908203,62.86328125
31726,13251.05859375,-145.3173828125,61.08740234375,18751.875,4.925139904022217,3.4189453125,43.50273513793945,43.19062805175781,9.473925590515137,0.3187109231948852,31.355125427246094,63.61328125
14362,12664.833984375,-146.0498046875,48.000030517578125,18157.3359375,5.207245349884033,3.25634765625,43.77001953125,43.27363586425781,9.611328125,0.2721875011920929,29.591182708740234,63.27734375
6254,12960.41015625,-145.78125,75.09476470947266,19604.087890625,4.914428234100342,2.99658203125,43.37822341918945,42.895118713378906,10.270312309265137,0.383124977350235,32.307655334472656,62.240234375
20776,13141.080078125,-145.8740234375,72.01009368896484,19403.341796875,5.562438011169434,3.4228515625,43.18398666381836,42.812110900878906,10.21630859375,0.2597265541553497,27.403892517089844,60.546875
5760,13258.751953125,-145.78125,78.59475708007812,20047.59765625,5.149516582489014,3.048828125,43.20556640625,42.865234375,10.3291015625,0.470703125,28.303504943847656,62.0625
20266,12518.67578125,-146.0595703125,67.01009368896484,20714.728515625,5.7224297523498535,3.455078125,43.01797103881836,43.193946838378906,10.03310489654541,0.2224999964237213,25.922182083129883,60.865234375
27568,13444.208984375,-145.44921875,66.91436004638672,21185.625,5.0050859451293945,2.8232421875,44.34941482543945,42.66767883300781,9.77675724029541,0.2835937440395355,27.61556625366211,63.140625
1983,8624.6015625,-148.2666015625,68.24726104736328,13403.61328125,5.829277992248535,3.5087890625,43.44961166381836,42.67763900756836,10.078222274780272,0.1806249916553497,27.20985984802246,59.294921875
25379,13001.015625,-146.8701171875,62.0819091796875,19954.73828125,5.016085624694824,3.09912109375,44.78105545043945,41.74629211425781,10.02626895904541,0.2821093797683716,28.285865783691406,62.59765625
12285,12214.3828125,-146.162109375,50.00016784667969,17982.439453125,5.253758430480957,2.9521484375,42.92998123168945,42.214454650878906,11.536328315734863,0.3063671886920929,30.20856285095215,62.11328125
28023,13643.8740234375,-145.439453125,62.130897521972656,21531.314453125,4.9048566818237305,3.419921875,44.696388244628906,41.27314758300781,10.228612899780272,0.2845312356948852,31.09053421020508,61.9609375
30468,12399.744140625,-146.9970703125,61.22477340698242,17656.615234375,5.640711307525635,3.50146484375,43.0810546875,42.931640625,10.24365234375,0.1364843696355819,26.16913414001465,60.83984375
3690,0.0,-124.1845703125,0.0,4695.59814453125,6.702228546142578,24.97998046875,32.07754135131836,31.7919921875,8.06640625,0.2494140565395355,28.07419204711914,57.568359375
27496,13402.1005859375,-145.7275390625,66.91436004638672,21298.154296875,4.908654689788818,3.02587890625,44.05058670043945,42.82207107543945,9.760351181030272,0.2891015708446502,27.439172744750977,62.994140625
18011,12797.3955078125,-146.9091796875,68.03773498535156,18730.240234375,6.194613456726074,3.4306640625,42.853614807128906,43.310157775878906,10.04541015625,0.3008593618869781,30.24384117126465,64.21484375
20465,11956.9208984375,-146.9482421875,56.01009368896485,18212.552734375,5.043395042419434,3.50341796875,43.027931213378906,43.135841369628906,10.003026962280272,0.2521093785762787,26.29261016845703,58.798828125
398,3724.60546875,-144.541015625,69.087890625,10378.5849609375,4.851065158843994,3.1064453125,40.12763595581055,44.87568664550781,11.65322208404541,0.1515624970197677,30.75538444519043,52.681640625
7597,12512.724609375,-145.2685546875,65.01022338867188,19140.5234375,4.709473133087158,2.9541015625,43.60234451293945,42.91836166381836,10.164355278015137,0.2810156047344208,30.984697341918945,62.6328125
1479,10588.541015625,-145.5224609375,57.51418685913086,15849.9130859375,7.004357814788818,2.93798828125,44.43242263793945,41.171875,11.098828315734863,0.2715624868869781,28.550457000732425,58.6953125
27583,13210.9560546875,-145.673828125,66.91436004638672,20481.44921875,4.991292953491211,2.52880859375,44.71963119506836,42.64443588256836,9.726855278015137,0.2835156321525574,28.321144104003903,63.244140625
11577,12754.37109375,-144.47265625,54.99996948242188,18815.564453125,5.830901145935059,2.89404296875,43.06777572631836,42.21113586425781,11.463183403015137,0.310351550579071,27.033466339111328,61.771484375
31264,13427.8916015625,-146.0546875,62.07114410400391,20175.611328125,4.803195953369141,3.50341796875,44.0771484375,41.367774963378906,10.547167778015137,0.4012500047683716,28.726850509643555,61.83984375
27106,13460.4892578125,-144.7021484375,57.61436462402344,21287.193359375,5.120954036712647,3.10986328125,44.24150466918945,42.72412109375,9.596288681030272,0.2810156047344208,31.037616729736328,62.15234375
11853,12464.671875,-144.4189453125,56.99998474121094,18469.533203125,5.827304363250732,2.90673828125,43.05781555175781,43.608985900878906,10.013964653015137,0.2973828017711639,27.015825271606445,61.814453125
8676,10185.796875,-148.466796875,52.642578125,16528.736328125,6.61505126953125,3.01220703125,43.127540588378906,43.42802810668945,10.078906059265137,0.2611718773841858,27.98599433898925,61.189453125
18503,12191.8916015625,-145.439453125,61.03778076171875,17295.4375,5.664207935333252,3.46923828125,43.32509994506836,42.720802307128906,10.160937309265137,0.2549218833446502,26.78651428222656,60.021484375
6683,10263.92578125,-145.68359375,62.02433776855469,14830.353515625,6.290212631225586,2.9228515625,43.13418197631836,43.10595703125,10.468554496765137,0.3104296922683716,29.5206241607666,61.8984375
23237,13627.0390625,-145.4443359375,61.624000549316406,20867.4296875,5.09813404083252,3.34521484375,43.37158203125,42.99306869506836,9.89501953125,0.3554296791553497,30.631908416748047,63.455078125
8433,13196.87109375,-144.5556640625,70.51021575927734,19931.42578125,5.372019767761231,2.97119140625,43.10762023925781,43.30683898925781,10.140429496765137,0.3917968571186065,29.926332473754883,62.27734375
17290,13599.9677734375,-145.6201171875,69.00633239746094,20690.072265625,4.985255718231201,3.4287109375,43.63222885131836,42.10820388793945,10.505468368530272,0.2758593559265136,30.526073455810547,57.453125
8355,12719.80078125,-145.576171875,73.01020812988281,19445.06640625,5.413235664367676,2.9443359375,42.9814453125,43.52265930175781,10.08437442779541,0.3935937285423279,32.69572067260742,62.056640625
10456,12643.400390625,-144.7900390625,52.58515930175781,18447.4609375,6.010852336883545,2.953125,43.30517578125,43.05615234375,10.358495712280272,0.2382421791553497,27.58028793334961,62.67578125
27844,13122.73828125,-145.185546875,62.08085632324219,20639.603515625,5.022139549255371,3.2041015625,43.218849182128906,43.41142654418945,9.739843368530272,0.3235937356948852,28.268224716186523,63.298828125
6186,13179.240234375,-146.1474609375,75.09476470947266,19872.828125,4.908121109008789,2.9658203125,42.89345932006836,43.683692932128906,10.008496284484863,0.3682421743869781,29.608821868896484,62.341796875
13823,12711.849609375,-145.9326171875,52.000030517578125,18516.1015625,5.263003826141357,2.90380859375,42.803810119628906,42.69424057006836,11.217089653015137,0.272265613079071,28.53281784057617,63.341796875
704,10024.353515625,-147.509765625,50.33003234863281,17218.05859375,5.518593788146973,3.20166015625,43.3798828125,43.25039291381836,9.8779296875,0.205859363079071,30.931779861450195,59.017578125
26823,10994.7392578125,-146.5185546875,52.99840545654297,16799.408203125,6.975429058074951,2.77880859375,44.372657775878906,42.75732421875,9.65576171875,0.3885546922683716,27.98599433898925,62.263671875
26131,13549.2822265625,-144.70703125,59.081809997558594,20365.16796875,5.162327766418457,3.052734375,43.43965148925781,42.88515853881836,10.369433403015137,0.2871484458446502,29.89105224609375,61.099609375
27503,13582.001953125,-145.9521484375,66.91436004638672,21458.490234375,4.917317390441895,3.38525390625,43.89453125,42.621192932128906,9.743945121765137,0.2924218773841858,26.87471008300781,63.0390625
13840,12956.953125,-145.9326171875,51.500038146972656,18986.16796875,5.218888759613037,2.92578125,42.83037185668945,42.969825744628906,10.909472465515137,0.2679296731948852,28.550457000732425,63.111328125
10098,12299.42578125,-144.619140625,50.02154159545898,18325.447265625,5.778356552124023,2.7978515625,42.679298400878906,43.62890625,10.613476753234863,0.2165624946355819,29.732297897338867,62.3828125
8863,12507.193359375,-146.1669921875,65.04255676269531,19341.3828125,5.21512508392334,2.9404296875,43.1474609375,43.17070388793945,10.35302734375,0.3366796672344208,30.5437126159668,60.140625
7467,12778.916015625,-146.1572265625,64.01022338867188,20175.724609375,4.714199542999268,3.26123046875,42.93330383300781,43.28691482543945,10.179394721984863,0.2603515684604645,29.5206241607666,61.97265625
11341,12481.95703125,-145.791015625,53.99998474121094,18707.666015625,5.213917255401611,2.908203125,43.160743713378906,43.60234451293945,9.944921493530272,0.33203125,26.76887321472168,61.861328125
15837,12689.37890625,-146.2158203125,66.0396957397461,19312.041015625,5.373700141906738,3.35986328125,43.15742492675781,43.09267807006836,10.030370712280272,0.2696484327316284,32.09598159790039,61.607421875
14678,12052.248046875,-146.07421875,50.00001525878906,17552.37890625,5.245644569396973,3.197265625,43.35498046875,43.11592102050781,9.994824409484863,0.2980078160762787,32.14889907836914,62.798828125
2320,11.0625,18.291015625,0.0,2070.12646484375,6.532047748565674,1.76220703125,49.10908508300781,39.35234451293945,9.37685489654541,0.2977734208106994,27.791961669921875,0.056640625
22815,13398.8466796875,-145.15625,62.05934143066406,20306.64453125,5.128777503967285,3.10595703125,44.44902420043945,40.04629135131836,11.864453315734863,0.495429664850235,30.68482780456543,63.189453125
12725,8447.255859375,-141.5673828125,0.0,16839.23046875,5.006475448608398,2.83203125,43.95429992675781,43.733497619628906,9.17724609375,0.2092578113079071,27.20985984802246,62.447265625
31042,13055.4287109375,-146.669921875,60.97114562988281,19369.833984375,4.815428256988525,3.53515625,43.08769607543945,42.42695617675781,10.475390434265137,0.403124988079071,28.46225929260254,62.025390625
6561,11372.25,-146.2451171875,74.0947494506836,19085.474609375,5.00703763961792,2.74462890625,43.064453125,43.98418045043945,9.92578125,0.249804675579071,33.15434646606445,56.943359375
28550,12596.982421875,-147.0458984375,56.0634651184082,19090.73828125,5.372848033905029,3.46435546875,45.33222961425781,41.151954650878906,9.559374809265137,0.3903124928474426,26.098575592041016,60.734375
23278,13647.650390625,-145.2783203125,61.624000549316406,21176.802734375,5.019054889678955,3.1748046875,44.0771484375,42.05342102050781,10.30312442779541,0.3473828136920929,29.714658737182617,62.99609375
29904,7115.49755859375,-147.6513671875,38.55799865722656,12757.0615234375,6.662342548370361,3.99755859375,43.88125228881836,39.25273513793945,12.45302677154541,0.3185546696186065,26.52192115783692,61.79296875
11437,12800.00390625,-144.794921875,54.99996948242188,18187.1953125,5.924122333526611,2.8046875,43.33837890625,43.20722961425781,10.259374618530272,0.3355859220027923,25.146045684814453,65.201171875
15169,11699.28515625,-145.751953125,42.549461364746094,17023.46875,5.343772411346436,3.00048828125,42.98808670043945,43.401466369628906,10.2744140625,0.3011718690395355,32.55460739135742,61.033203125
